TYPEDEVEILLE	THEMATIQUE	SECTION	DOMAINE	SOUSDOMAINE	Enrichment_GPT_Matching_Themes
Rayonnements ionisants	Mesures et moyens de prévention	Coordination de la prévention	Mesures préalables à l'exécution d'une opération		
Rayonnements ionisants	Mesures et moyens de prévention	Mesures de protection collective			
Rayonnements ionisants	Mesures et moyens de prévention	Vérification de l'efficacité des moyens de prévention	Dispositions communes		
Rayonnements ionisants	Mesures et moyens de prévention	Vérification de l'efficacité des moyens de prévention	Vérification de l'instrumentation de radioprotection		
Rayonnements ionisants	Mesures et moyens de prévention	Vérification de l'efficacité des moyens de prévention	Vérification des équipements de travail et des sources de rayonnements ionisants		
Rayonnements ionisants	Mesures et moyens de prévention	Vérification de l'efficacité des moyens de prévention	Vérification des lieux de travail et des véhicules utilisés lors d'opérations d'acheminement de substances radioactives		
Rayonnements ionisants	Mesures générales de protection de la population contre les rayonnements ionisants	Dispositions applicables à la protection des sources de rayonnements ionisants contre les actes de malveillance			
Rayonnements ionisants	Mesures générales de protection de la population contre les rayonnements ionisants	Dispositions générales	Définitions		
Rayonnements ionisants	Mesures générales de protection de la population contre les rayonnements ionisants	Dispositions générales	Dérogations		
Rayonnements ionisants	Mesures générales de protection de la population contre les rayonnements ionisants	Dispositions générales	Information du public		
Rayonnements ionisants	Mesures générales de protection de la population contre les rayonnements ionisants	Dispositions générales	Interdictions		
Rayonnements ionisants	Organisation de la radioprotection	Champ d'application			
Rayonnements ionisants	Organisation de la radioprotection	Conseiller en radioprotection	Désignation		
Rayonnements ionisants	Organisation de la radioprotection	Conseiller en radioprotection	Missions		
Rayonnements ionisants	Organisation de la radioprotection	Autres systèmes de contrôle			
Rayonnements ionisants	Organisation de la radioprotection	Missions de l'Autorité de sûreté nucléaire et de radioprotection	Gestion du système d'information et de surveillance de l'exposition aux rayonnements ionisants		
Rayonnements ionisants	Organisation de la radioprotection	Missions de l'Autorité de sûreté nucléaire et de radioprotection	Appui technique		
Rayonnements ionisants	Organisation de la radioprotection	Opérationnel en radioprotection hors installation nucléaire de base			
Rayonnements ionisants	Régimes administratifs	Dispositions communes	Dispositions communes applicables aux régimes d’autorisation et d’enregistrement		
Rayonnements ionisants	Régimes administratifs	Dispositions communes	Dispositions communes applicables aux régimes d’autorisation, d’enregistrement et de déclaration		
Rayonnements ionisants	Régimes administratifs	Dispositions communes	Dispositions générales		
Rayonnements ionisants	Régimes administratifs	Dispositions générales pour toute activité nucléaire 	Champ d’application		
Rayonnements ionisants	Régimes administratifs	Dispositions générales pour toute activité nucléaire 	Déclaration d’évènements significatifs et d’actes de malveillance		
Rayonnements ionisants	Régimes administratifs	Dispositions générales pour toute activité nucléaire 	Interdiction de dilution		
Rayonnements ionisants	Régimes administratifs	Dispositions générales pour toute activité nucléaire 	Moyens mis en œuvre pour la protection de la population et de l’environnement		
Rayonnements ionisants	Régimes administratifs	Dispositions générales pour toute activité nucléaire 	Principes de justification, d’optimisation et de limitation		
Rayonnements ionisants	Régimes administratifs	Dispositions générales pour toute activité nucléaire 	Régime applicable et classification des sources		
Rayonnements ionisants	Régimes administratifs	Régime administratif applicable aux transports de substances radioactives			
Rayonnements ionisants	Régimes administratifs	Régime des autorisations	Champ d’application 		
Rayonnements ionisants	Régimes administratifs	Régime des autorisations	Demandes d’autorisation		
Rayonnements ionisants	Régimes administratifs	Régime des autorisations	Décisions d’autorisation		
Rayonnements ionisants	Régimes administratifs	Régime des déclarations			
Rayonnements ionisants	Régimes administratifs	Régime des enregistrements			
Rayonnements ionisants	Spécificités de situations	Evénement significatif et dépassement des valeurs limites	Dépassement de valeurs limites		
Rayonnements ionisants	Spécificités de situations	Evénement significatif et dépassement des valeurs limites	Événement significatif		
Rayonnements ionisants	Spécificités de situations	Exposition exceptionnelle	Exposition soumise à autorisation		
Rayonnements ionisants	Spécificités de situations	Exposition exceptionnelle	Gestion du dépassement de dose		
Rayonnements ionisants	Spécificités de situations	Situation d'urgence radiologique	Champ d'application		
Rayonnements ionisants	Spécificités de situations	Situation d'urgence radiologique	Intervention en situation d'urgence radiologique		
Rayonnements ionisants	Spécificités de situations	Situation d'urgence radiologique	Organisation préalable à la situation d'urgence radiologique		
Rayonnements ionisants	Spécificités de situations	Situation d'urgence radiologique	Situation d'exposition durable résultant d'une situation d'urgence radiologique		
Rayonnements ionisants	Spécificités de situations	Situations d’exposition durable résultant d’une pollution par des substances radioactives	Champ d'application		
Rayonnements ionisants	Spécificités de situations	Situations d’exposition durable résultant d’une pollution par des substances radioactives	Gestion de situations d’exposition durable résultant d’une situation d’urgence radiologique		
Rayonnements ionisants	Spécificités de situations	Situations d’exposition durable résultant d’une pollution par des substances radioactives	Gestion des sites pollués par des substances radioactives		
Rayonnements ionisants	Spécificités de situations	Situations d’exposition durable résultant d’une pollution par des substances radioactives	Gestion des sources radioactives anciennes ou orphelines		
Rayonnements ionisants	Spécificités de situations	Situations d’exposition durable résultant d’une pollution par des substances radioactives	Servitudes d’utilité publique		
Rayonnements ionisants	Spécificités de situations	Missions du commissariat à l'énergie atomique et aux énergies alternatives			
Rayonnements ionisants	Dispositions spécifiques	Mines et carrières			
Rayonnements ionisants	Utilisation de rayonnements ionisants dans le cadre médical	Optimisation de l'exposition aux rayonnements ionisants dans un cadre médical			
Rayonnements ionisants	Utilisation de rayonnements ionisants dans le cadre médical	Qualifications professionnelles, procédures et systèmes de qualité			
Gestion des ressources humaines 	Principes généraux	Droits et libertés dans l'entreprise			
Gestion des ressources humaines 	Principes généraux	Egalité professionnelle femmes/hommes	Champ d'application		
Gestion des ressources humaines 	Principes généraux	Egalité professionnelle femmes/hommes	Dispositions générales		
Gestion des ressources humaines 	Principes généraux	Egalité professionnelle femmes/hommes	Mesures visant à supprimer les écarts de rémunération entre les femmes et les hommes dans l'entreprise		
Gestion des ressources humaines 	Principes généraux	Egalité professionnelle femmes/hommes	Plan pour l'égalité professionnelle	Dispositions générales	
Gestion des ressources humaines 	Principes généraux	Egalité professionnelle femmes/hommes	Plan pour l'égalité professionnelle	Convention d'étude	
Gestion des ressources humaines 	Principes généraux	Egalité professionnelle femmes/hommes	Plan pour l'égalité professionnelle	Contrat pour la mixité des emplois et l'égalité professionnelle entre les femmes et les hommes	
Gestion des ressources humaines 	Principes généraux	Egalité professionnelle femmes/hommes	Plan pour l'égalité professionnelle	Plan d'action pluriannuel en faveur de l'égalité professionnelle entre les femmes et les hommes	
